product_id	product_name	category	subcategory	brand	cost_price	order_count	units_sold	total_revenue	avg_selling_price	avg_profit_per_unit	total_profit	avg_discount_percent
689	HP Accessories Versatile mobile hub	Electronics	Accessories	HP	743.02	92	16512	27560340.45	1737.650000	1654.5127536196	15291594.21	5.49
327	HP Accessories Cloned discrete circuit	Electronics	Accessories	HP	682.71	86	14835	23262397.80	1596.070000	1559.2990697674	13134394.95	2.63
381	Microsoft Smartphones Fully-configurable transitional customer loyalty	Electronics	Smartphones	Microsoft	725.85	83	13800	22571485.85	1691.240000	1629.7455622530	12554755.85	4.76
579	Dell Gaming Organic secondary flexibility	Electronics	Gaming	Dell	688.35	75	13392	21589178.72	1659.980000	1603.0357111067	12370795.52	4.15
823	Sony Smartphones Streamlined coherent forecast	Electronics	Smartphones	Sony	715.33	83	13328	21229355.84	1641.670000	1585.2845983976	11695437.60	4.26
621	HP Accessories Reactive didactic infrastructure	Electronics	Accessories	HP	653.98	81	13924	20461911.54	1518.130000	1455.9666049383	11355894.02	4.66
991	Microsoft Smartphones User-centric 6thgeneration alliance	Electronics	Smartphones	Microsoft	679.74	82	13764	20186441.12	1518.650000	1456.9254471463	10830499.76	4.64
997	Apple Accessories Extended optimizing conglomeration	Electronics	Accessories	Apple	779.24	82	12430	19391526.59	1612.370000	1548.9292682927	9705573.39	4.35
871	Sony Tablets Front-line zero administration capacity	Electronics	Tablets	Sony	739.26	78	13224	19200308.40	1511.520000	1441.7113461538	9424334.16	5.76
234	HP Gaming Streamlined bandwidth-monitored system engine	Electronics	Gaming	HP	680.57	89	17408	18587328.08	1106.830000	1061.0428277191	6739965.52	5.08
217	Apple Gaming De-engineered client-driven model	Electronics	Gaming	Apple	743.09	74	11663	18581388.88	1648.670000	1582.5793243243	9914730.21	4.96
620	Samsung Gaming Grass-roots mission-critical installation	Electronics	Gaming	Samsung	719.34	78	11554	18557193.32	1670.890000	1596.8331196667	10245938.96	5.27
56	HP Accessories Adaptive intermediate forecast	Electronics	Accessories	HP	718.89	72	11655	18371749.20	1630.020000	1570.4079629583	9993086.25	5.08
384	Sony Laptops Secured bottom-line projection	Electronics	Laptops	Sony	776.21	81	13104	18245273.67	1436.040000	1382.7518930000	8073817.83	4.21
566	Dell Accessories Optimized dynamic ability	Electronics	Accessories	Dell	719.48	68	10300	17883169.00	1773.590000	1736.8767892206	10472525.00	3.10
8	Apple Gaming Expanded 24/7 process improvement	Electronics	Gaming	Apple	690.76	70	11556	17834602.68	1592.370000	1531.4812857143	9852180.12	4.71
754	HP Gaming Digitized real-time migration	Electronics	Gaming	HP	510.82	92	15498	17556436.98	1161.410000	1127.6232246413	9639748.62	3.37
801	Apple Gaming Open-architected fault-tolerant capacity	Electronics	Gaming	Apple	521.60	84	14605	17176164.53	1210.260000	1169.6947817500	9558196.53	3.87
651	Dell Tablets Exclusive value-added system engine	Electronics	Tablets	Dell	767.36	76	10404	16992302.40	1683.140000	1626.7734649211	9008688.96	3.98
572	Dell Gaming Profit-focused solution-oriented firmware	Electronics	Gaming	Dell	545.15	83	13098	16641552.98	1313.470000	1264.7769076265	9501178.28	4.37
category	product_count	order_count	units_sold	revenue	avg_price	avg_cost	total_profit	profit_margin_percent
Electronics	197	14565	2168807	1788791427.74	846.8568020305	446.924162	812177979.78	45.40
Home	194	14262	2117398	638303488.53	313.8045876289	165.292423	289359554.86	45.33
Sports	208	15266	2269656	482768895.84	219.7958173077	119.157548	211881511.68	43.89
Clothing	216	15829	2353781	364121382.41	158.4389351852	83.134907	165590013.51	45.48
Books	185	13689	2039757	89892714.50	45.4601081081	23.988865	40701789.52	45.28
354	Sony Gaming Pre-emptive human-resource synergy	Electronics	0	114	25349.47	114.00	25349.47	1	High Velocity
402	Wayfair Storage Integrated asynchronous algorithm	Home	0	114	22982.03	114.00	22982.03	1	High Velocity
492	Adidas Womens Future-proofed homogeneous frame	Clothing	0	114	26385.08	114.00	26385.08	1	High Velocity
657	Apple Tablets Synergistic secondary solution	Electronics	0	114	44787.79	114.00	44787.79	2	High Velocity
664	Sony Laptops Virtual bi-directional utilization	Electronics	0	114	108036.84	114.00	108036.84	2	High Velocity
707	Adidas Shoes Advanced zero-defect parallelism	Clothing	0	114	12394.86	114.00	12394.86	2	High Velocity
714	Zara Kids Compatible tangible task-force	Clothing	0	114	35990.73	114.00	35990.73	2	High Velocity
726	West Elm Garden Universal mobile focus group	Home	0	114	53612.22	114.00	53612.22	2	High Velocity
750	Nike Water Sports Operative dynamic extranet	Sports	0	114	39003.25	114.00	39003.25	2	High Velocity
774	Home Depot Furniture Realigned attitude-oriented firmware	Home	0	114	42012.04	114.00	42012.04	2	High Velocity
871	Sony Tablets Front-line zero administration capacity	Electronics	0	114	165519.90	114.00	165519.90	2	High Velocity
882	Samsung Gaming Future-proofed explicit artificial intelligence	Electronics	0	114	34712.72	114.00	34712.72	2	High Velocity
906	Zara Shoes Reduced explicit matrices	Clothing	0	114	33854.73	114.00	33854.73	2	High Velocity
937	Scholastic Children Diverse 5thgeneration middleware	Books	0	114	5710.61	114.00	5710.61	2	High Velocity
985	Penguin Non-Fiction Exclusive 5thgeneration workforce	Books	0	114	3875.63	114.00	3875.63	2	High Velocity
992	Harper Non-Fiction Innovative discrete support	Books	0	114	2985.99	114.00	2985.99	2	High Velocity
3	Patagonia Water Sports Reduced composite firmware	Sports	0	113	34200.63	113.00	34200.63	2	High Velocity
108	Zara Mens Function-based disintermediate database	Clothing	0	113	16218.74	113.00	16218.74	2	High Velocity
150	Apple Tablets Decentralized content-based encoding	Electronics	0	113	107038.25	113.00	107038.25	2	High Velocity
163	REI Team Sports Upgradable impactful customer loyalty	Sports	0	113	14610.00	113.00	14610.00	2	High Velocity
186	Patagonia Outdoor Polarized fault-tolerant budgetary management	Sports	0	113	9897.94	113.00	9897.94	2	High Velocity
199	Patagonia Outdoor Organic bifurcated pricing structure	Sports	0	113	6764.25	113.00	6764.25	2	High Velocity
254	Samsung Accessories Business-focused multimedia matrices	Electronics	0	113	133758.82	113.00	133758.82	2	High Velocity
276	Penguin Educational Integrated explicit Internet solution	Books	0	113	2023.43	113.00	2023.43	2	High Velocity
295	Adidas Outdoor Team-oriented web-enabled encoding	Sports	0	113	8880.27	113.00	8880.27	2	High Velocity
313	Levis Kids Synchronized zero tolerance software	Clothing	0	113	17003.01	113.00	17003.01	2	High Velocity
347	Zara Shoes Upgradable cohesive function	Clothing	0	113	20712.77	113.00	20712.77	2	High Velocity
403	Microsoft Smartphones Robust mission-critical methodology	Electronics	0	113	55352.00	113.00	55352.00	2	High Velocity
428	West Elm Furniture Implemented didactic policy	Home	0	113	23467.80	113.00	23467.80	2	High Velocity
495	Home Depot Garden Proactive attitude-oriented superstructure	Home	0	113	10273.47	113.00	10273.47	2	High Velocity
496	H&M Shoes Quality-focused non-volatile firmware	Clothing	0	113	2409.79	113.00	2409.79	2	High Velocity
520	Sony Laptops Monitored system-worthy emulation	Electronics	0	113	73827.14	113.00	73827.14	2	High Velocity
542	Microsoft Laptops Robust user-facing time-frame	Electronics	0	113	117076.47	113.00	117076.47	2	High Velocity
544	IKEA Storage Organic uniform migration	Home	0	113	63957.87	113.00	63957.87	2	High Velocity
594	Levis Womens Versatile empowering productivity	Clothing	0	113	26893.66	113.00	26893.66	2	High Velocity
632	Levis Mens Grass-roots analyzing focus group	Clothing	0	113	4930.91	113.00	4930.91	2	High Velocity
654	Random House Reference Down-sized stable pricing structure	Books	0	113	7918.92	113.00	7918.92	2	High Velocity
672	IKEA Garden Inverse intermediate software	Home	0	113	14552.27	113.00	14552.27	2	High Velocity
736	HP Laptops Horizontal user-facing middleware	Electronics	0	113	33939.79	113.00	33939.79	2	High Velocity
779	McGraw Hill Reference Ergonomic multi-tasking definition	Books	0	113	7577.51	113.00	7577.51	2	High Velocity
780	Levis Kids Sharable even-keeled help-desk	Clothing	0	113	4085.11	113.00	4085.11	2	High Velocity
863	Nike Winter Object-based encompassing parallelism	Sports	0	113	28715.92	113.00	28715.92	2	High Velocity
885	Levis Kids Down-sized 24hour interface	Clothing	0	113	8025.67	113.00	8025.67	2	High Velocity
939	West Elm Decor Reactive value-added artificial intelligence	Home	0	113	40599.38	113.00	40599.38	2	High Velocity
981	Nike Shoes Programmable user-facing Graphical User Interface	Clothing	0	113	3864.59	113.00	3864.59	2	High Velocity
19	H&M Accessories Vision-oriented regional algorithm	Clothing	0	112	25308.01	112.00	25308.01	2	High Velocity
40	Apple Gaming Operative well-modulated success	Electronics	0	112	117144.75	112.00	117144.75	2	High Velocity
49	Random House Fiction Optimized coherent conglomeration	Books	0	112	2282.55	112.00	2282.55	2	High Velocity
147	Nike Womens Cross-group optimizing service-desk	Clothing	0	112	26832.00	112.00	26832.00	2	High Velocity
168	Random House Non-Fiction Expanded optimal interface	Books	0	112	4898.86	112.00	4898.86	2	High Velocity
203	REI Fitness Self-enabling zero-defect hierarchy	Sports	0	112	27430.98	112.00	27430.98	2	High Velocity
259	Target Furniture Mandatory 24/7 system engine	Home	0	112	65891.12	112.00	65891.12	2	High Velocity
266	Home Depot Kitchen Distributed local intranet	Home	0	112	43474.61	112.00	43474.61	2	High Velocity
272	Adidas Winter Cross-platform contextually-based solution	Sports	0	112	20002.70	112.00	20002.70	2	High Velocity
292	Microsoft Smartphones Mandatory demand-driven framework	Electronics	0	112	121664.35	112.00	121664.35	2	High Velocity
294	Sony Tablets Grass-roots logistical adapter	Electronics	0	112	97065.75	112.00	97065.75	2	High Velocity
322	Levis Womens Grass-roots human-resource Graphic Interface	Clothing	0	112	12270.56	112.00	12270.56	2	High Velocity
384	Sony Laptops Secured bottom-line projection	Electronics	0	112	155942.51	112.00	155942.51	2	High Velocity
436	H&M Accessories Secured solution-oriented emulation	Clothing	0	112	34393.11	112.00	34393.11	2	High Velocity
515	Microsoft Accessories User-friendly disintermediate matrices	Electronics	0	112	110742.22	112.00	110742.22	2	High Velocity
539	Nike Shoes Open-source 6thgeneration capacity	Clothing	0	112	27854.17	112.00	27854.17	2	High Velocity
648	Wayfair Furniture User-centric high-level groupware	Home	0	112	45368.85	112.00	45368.85	2	High Velocity
679	Patagonia Outdoor Polarized demand-driven matrices	Sports	0	112	19950.62	112.00	19950.62	2	High Velocity
730	Target Garden Managed logistical complexity	Home	0	112	21300.73	112.00	21300.73	2	High Velocity
731	Dell Tablets Cloned zero-defect initiative	Electronics	0	112	77991.43	112.00	77991.43	2	High Velocity
737	Under Armour Outdoor Vision-oriented client-server projection	Sports	0	112	17618.89	112.00	17618.89	2	High Velocity
794	Adidas Shoes Decentralized executive middleware	Clothing	0	112	16907.86	112.00	16907.86	2	High Velocity
832	Harper Non-Fiction Customizable static benchmark	Books	0	112	2991.35	112.00	2991.35	2	High Velocity
861	Microsoft Gaming Organized disintermediate Local Area Network	Electronics	0	112	11631.47	112.00	11631.47	2	High Velocity
867	Wayfair Furniture Secured next generation concept	Home	0	112	66548.95	112.00	66548.95	2	High Velocity
898	Levis Mens Focused fault-tolerant contingency	Clothing	0	112	1551.27	112.00	1551.27	2	High Velocity
958	Adidas Fitness Inverse upward-trending neural-net	Sports	0	112	25536.88	112.00	25536.88	2	High Velocity
41	Adidas Team Sports Exclusive impactful intranet	Sports	0	111	38653.67	111.00	38653.67	2	High Velocity
56	HP Accessories Adaptive intermediate forecast	Electronics	0	111	174969.04	111.00	174969.04	2	High Velocity
71	Random House Non-Fiction Optional clear-thinking array	Books	0	111	5243.33	111.00	5243.33	2	High Velocity
77	Target Kitchen Synergized static website	Home	0	111	24137.83	111.00	24137.83	2	High Velocity
84	Adidas Water Sports Proactive motivating architecture	Sports	0	111	35461.30	111.00	35461.30	2	High Velocity
112	Wayfair Decor Reduced 4thgeneration solution	Home	0	111	13334.23	111.00	13334.23	2	High Velocity
179	IKEA Garden Self-enabling national workforce	Home	0	111	13201.54	111.00	13201.54	2	High Velocity
290	Target Furniture Compatible global hub	Home	0	111	11834.47	111.00	11834.47	2	High Velocity
364	Samsung Smartphones Monitored transitional adapter	Electronics	0	111	125189.80	111.00	125189.80	2	High Velocity
434	McGraw Hill Children Pre-emptive local functionalities	Books	0	111	3783.51	111.00	3783.51	2	High Velocity
462	Gap Shoes Centralized contextually-based methodology	Clothing	0	111	25167.80	111.00	25167.80	2	High Velocity
489	Under Armour Water Sports Profound mobile concept	Sports	0	111	24633.78	111.00	24633.78	2	High Velocity
503	REI Team Sports Multi-lateral reciprocal flexibility	Sports	0	111	25892.10	111.00	25892.10	2	High Velocity
524	Zara Accessories Stand-alone explicit open system	Clothing	0	111	9398.68	111.00	9398.68	2	High Velocity
530	Nike Accessories Compatible 4thgeneration interface	Clothing	0	111	20266.49	111.00	20266.49	2	High Velocity
572	Dell Gaming Profit-focused solution-oriented firmware	Electronics	0	111	141030.11	111.00	141030.11	2	High Velocity
599	IKEA Storage Optional bandwidth-monitored strategy	Home	0	111	3980.69	111.00	3980.69	2	High Velocity
614	Dell Gaming Enterprise-wide executive capacity	Electronics	0	111	114550.79	111.00	114550.79	2	High Velocity
636	Adidas Team Sports Organic impactful analyzer	Sports	0	111	14565.62	111.00	14565.62	2	High Velocity
686	HP Gaming Pre-emptive solution-oriented algorithm	Electronics	0	111	83446.05	111.00	83446.05	2	High Velocity
723	Adidas Water Sports Monitored demand-driven workforce	Sports	0	111	40190.59	111.00	40190.59	2	High Velocity
733	Gap Womens Centralized composite attitude	Clothing	0	111	15705.38	111.00	15705.38	2	High Velocity
883	IKEA Garden Down-sized systematic migration	Home	0	111	42589.88	111.00	42589.88	2	High Velocity
901	Scholastic Educational Cloned mobile monitoring	Books	0	111	3431.73	111.00	3431.73	2	High Velocity
908	McGraw Hill Educational Down-sized neutral open architecture	Books	0	111	2696.16	111.00	2696.16	2	High Velocity
946	Apple Smartphones Object-based multi-state info-mediaries	Electronics	0	111	82283.95	111.00	82283.95	2	High Velocity
956	Wayfair Kitchen Decentralized executive archive	Home	0	111	28534.65	111.00	28534.65	2	High Velocity
982	H&M Womens Future-proofed grid-enabled software	Clothing	0	111	11373.22	111.00	11373.22	2	High Velocity
991	Microsoft Smartphones User-centric 6thgeneration alliance	Electronics	0	111	162793.88	111.00	162793.88	2	High Velocity
20	Nike Fitness Assimilated methodical framework	Sports	0	110	8446.18	110.00	8446.18	2	High Velocity
83	Patagonia Winter Synchronized full-range pricing structure	Sports	0	110	14390.02	110.00	14390.02	2	High Velocity
96	Home Depot Storage Grass-roots logistical protocol	Home	0	110	7581.06	110.00	7581.06	2	High Velocity
120	McGraw Hill Reference Proactive asynchronous encryption	Books	0	110	4451.28	110.00	4451.28	2	High Velocity
130	REI Outdoor Diverse real-time portal	Sports	0	110	9626.81	110.00	9626.81	2	High Velocity
134	Sony Accessories Implemented next generation utilization	Electronics	0	110	118250.09	110.00	118250.09	2	High Velocity
145	Harper Educational Robust needs-based portal	Books	0	110	3438.33	110.00	3438.33	2	High Velocity
169	Sony Smartphones Expanded stable methodology	Electronics	0	110	71336.79	110.00	71336.79	2	High Velocity
208	Home Depot Storage Diverse modular support	Home	0	110	27597.16	110.00	27597.16	2	High Velocity
215	Harper Non-Fiction Organized content-based array	Books	0	110	6616.47	110.00	6616.47	2	High Velocity
237	Nike Water Sports Centralized optimizing toolset	Sports	0	110	32982.93	110.00	32982.93	2	High Velocity
300	Target Storage Innovative next generation architecture	Home	0	110	10813.02	110.00	10813.02	2	High Velocity
321	Penguin Reference Enterprise-wide user-facing artificial intelligence	Books	0	110	6490.65	110.00	6490.65	2	High Velocity
376	Under Armour Water Sports Organic 24hour forecast	Sports	0	110	12879.30	110.00	12879.30	2	High Velocity
412	Scholastic Reference Phased grid-enabled portal	Books	0	110	7452.16	110.00	7452.16	2	High Velocity
419	Nike Outdoor Networked national Internet solution	Sports	0	110	13968.99	110.00	13968.99	2	High Velocity
645	Harper Non-Fiction Synergistic empowering challenge	Books	0	110	4626.85	110.00	4626.85	2	High Velocity
674	West Elm Garden Managed non-volatile info-mediaries	Home	0	110	50370.70	110.00	50370.70	2	High Velocity
680	Adidas Fitness Networked didactic knowledgebase	Sports	0	110	30274.57	110.00	30274.57	2	High Velocity
701	Under Armour Water Sports Visionary zero administration frame	Sports	0	110	23272.38	110.00	23272.38	2	High Velocity
751	Patagonia Fitness Multi-layered fault-tolerant functionalities	Sports	0	110	29162.02	110.00	29162.02	2	High Velocity
829	West Elm Furniture Decentralized local toolset	Home	0	110	57400.61	110.00	57400.61	2	High Velocity
842	Dell Accessories Multi-tiered methodical knowledgebase	Electronics	0	110	36329.00	110.00	36329.00	2	High Velocity
849	Scholastic Non-Fiction Seamless even-keeled project	Books	0	110	4806.27	110.00	4806.27	2	High Velocity
924	Target Kitchen Synchronized content-based capability	Home	0	110	40443.75	110.00	40443.75	2	High Velocity
962	Nike Mens Customizable discrete installation	Clothing	0	110	19776.33	110.00	19776.33	2	High Velocity
997	Apple Accessories Extended optimizing conglomeration	Electronics	0	110	171606.43	110.00	171606.43	2	High Velocity
67	Microsoft Accessories Self-enabling tangible success	Electronics	0	109	87270.11	109.00	87270.11	2	High Velocity
78	Adidas Water Sports Face-to-face local help-desk	Sports	0	109	6867.47	109.00	6867.47	2	High Velocity
171	Levis Mens Vision-oriented encompassing moratorium	Clothing	0	109	2726.98	109.00	2726.98	2	High Velocity
193	H&M Accessories Persevering web-enabled leverage	Clothing	0	109	19252.85	109.00	19252.85	2	High Velocity
209	Levis Accessories Synergized dedicated Local Area Network	Clothing	0	109	26406.79	109.00	26406.79	2	High Velocity
217	Apple Gaming De-engineered client-driven model	Electronics	0	109	173657.84	109.00	173657.84	2	High Velocity
356	HP Laptops Function-based homogeneous encryption	Electronics	0	109	42903.61	109.00	42903.61	2	High Velocity
422	Gap Mens Open-source client-server portal	Clothing	0	109	24837.92	109.00	24837.92	2	High Velocity
442	Scholastic Fiction Focused context-sensitive orchestration	Books	0	109	4831.09	109.00	4831.09	2	High Velocity
460	Levis Womens Centralized non-volatile migration	Clothing	0	109	10563.79	109.00	10563.79	2	High Velocity
513	H&M Shoes Multi-channeled discrete framework	Clothing	0	109	11454.80	109.00	11454.80	2	High Velocity
550	Nike Shoes Inverse upward-trending Local Area Network	Clothing	0	109	27437.26	109.00	27437.26	2	High Velocity
556	Penguin Educational Multi-layered next generation archive	Books	0	109	2590.32	109.00	2590.32	2	High Velocity
565	McGraw Hill Non-Fiction Exclusive methodical moderator	Books	0	109	3824.65	109.00	3824.65	2	High Velocity
683	Adidas Fitness Universal heuristic complexity	Sports	0	109	24214.29	109.00	24214.29	2	High Velocity
695	McGraw Hill Educational Multi-lateral needs-based monitoring	Books	0	109	5666.72	109.00	5666.72	2	High Velocity
783	IKEA Storage Fundamental intangible monitoring	Home	0	109	37817.92	109.00	37817.92	2	High Velocity
787	Zara Mens Cloned systemic challenge	Clothing	0	109	10077.08	109.00	10077.08	2	High Velocity
798	Gap Accessories Right-sized discrete intranet	Clothing	0	109	17965.90	109.00	17965.90	2	High Velocity
851	Adidas Mens Synergistic multi-tasking toolset	Clothing	0	109	15877.86	109.00	15877.86	2	High Velocity
875	Target Furniture Devolved asynchronous protocol	Home	0	109	68687.81	109.00	68687.81	2	High Velocity
888	Target Storage Cross-group uniform matrices	Home	0	109	45250.74	109.00	45250.74	2	High Velocity
915	Adidas Mens Ameliorated bifurcated software	Clothing	0	109	26410.69	109.00	26410.69	2	High Velocity
9	Under Armour Fitness Reduced impactful hardware	Sports	0	108	4488.77	108.00	4488.77	2	High Velocity
27	Home Depot Furniture Balanced web-enabled installation	Home	0	108	53237.49	108.00	53237.49	2	High Velocity
46	Levis Shoes Mandatory dedicated leverage	Clothing	0	108	2269.22	108.00	2269.22	2	High Velocity
159	Scholastic Children User-centric national productivity	Books	0	108	6592.04	108.00	6592.04	2	High Velocity
220	REI Team Sports User-friendly user-facing matrix	Sports	0	108	30125.17	108.00	30125.17	2	High Velocity
235	Penguin Reference Enterprise-wide mission-critical matrix	Books	0	108	8696.35	108.00	8696.35	2	High Velocity
242	REI Water Sports Configurable neutral knowledge user	Sports	0	108	37275.24	108.00	37275.24	2	High Velocity
277	Samsung Laptops Synchronized client-server solution	Electronics	0	108	88725.76	108.00	88725.76	2	High Velocity
318	Apple Laptops Intuitive cohesive budgetary management	Electronics	0	108	50603.97	108.00	50603.97	2	High Velocity
326	Patagonia Water Sports Organized 3rdgeneration definition	Sports	0	108	22646.21	108.00	22646.21	2	High Velocity
362	Target Kitchen Programmable didactic ability	Home	0	108	61718.11	108.00	61718.11	2	High Velocity
382	Zara Mens Public-key mobile flexibility	Clothing	0	108	14620.26	108.00	14620.26	2	High Velocity
410	Random House Reference Realigned solution-oriented capability	Books	0	108	3747.07	108.00	3747.07	2	High Velocity
417	Gap Mens Switchable user-facing application	Clothing	0	108	12422.39	108.00	12422.39	2	High Velocity
420	Scholastic Children Mandatory systematic secured line	Books	0	108	6626.56	108.00	6626.56	2	High Velocity
461	Target Decor Managed responsive complexity	Home	0	108	31124.89	108.00	31124.89	2	High Velocity
491	Adidas Shoes Sharable motivating knowledgebase	Clothing	0	108	29124.54	108.00	29124.54	2	High Velocity
494	Samsung Smartphones Versatile 3rdgeneration workforce	Electronics	0	108	73045.38	108.00	73045.38	2	High Velocity
499	Under Armour Water Sports Polarized logistical architecture	Sports	0	108	15518.66	108.00	15518.66	2	High Velocity
535	Patagonia Team Sports Organized clear-thinking alliance	Sports	0	108	3720.04	108.00	3720.04	2	High Velocity
579	Dell Gaming Organic secondary flexibility	Electronics	0	108	174106.28	108.00	174106.28	2	High Velocity
667	Nike Water Sports Ergonomic national productivity	Sports	0	108	28079.94	108.00	28079.94	2	High Velocity
729	Random House Reference Distributed optimal parallelism	Books	0	108	8495.75	108.00	8495.75	2	High Velocity
752	Zara Shoes Open-source foreground artificial intelligence	Clothing	0	108	20855.16	108.00	20855.16	2	High Velocity
781	Nike Winter Function-based clear-thinking attitude	Sports	0	108	29416.31	108.00	29416.31	2	High Velocity
812	Nike Team Sports Organic motivating focus group	Sports	0	108	25303.47	108.00	25303.47	2	High Velocity
834	Scholastic Children Profound regional knowledge user	Books	0	108	5983.96	108.00	5983.96	2	High Velocity
948	Random House Educational Focused fault-tolerant product	Books	0	108	6598.85	108.00	6598.85	2	High Velocity
976	Levis Kids De-engineered optimizing portal	Clothing	0	108	22456.19	108.00	22456.19	2	High Velocity
980	REI Outdoor Persistent optimizing methodology	Sports	0	108	14491.54	108.00	14491.54	2	High Velocity
993	McGraw Hill Fiction Multi-channeled mission-critical emulation	Books	0	108	6477.65	108.00	6477.65	2	High Velocity
8	Apple Gaming Expanded 24/7 process improvement	Electronics	0	107	165135.21	107.00	165135.21	2	High Velocity
15	Nike Mens Reactive holistic alliance	Clothing	0	107	2375.44	107.00	2375.44	2	High Velocity
58	Microsoft Smartphones Compatible value-added structure	Electronics	0	107	91130.89	107.00	91130.89	2	High Velocity
60	Levis Mens Switchable client-driven superstructure	Clothing	0	107	20180.53	107.00	20180.53	2	High Velocity
81	West Elm Furniture Progressive context-sensitive product	Home	0	107	39854.80	107.00	39854.80	2	High Velocity
116	Nike Winter Polarized dynamic Internet solution	Sports	0	107	18434.95	107.00	18434.95	2	High Velocity
143	Microsoft Gaming Innovative interactive standardization	Electronics	0	107	55306.98	107.00	55306.98	2	High Velocity
170	Home Depot Storage User-centric methodical capacity	Home	0	107	36266.24	107.00	36266.24	2	High Velocity
202	West Elm Decor Decentralized static monitoring	Home	0	107	39175.77	107.00	39175.77	2	High Velocity
226	Adidas Accessories Universal 4thgeneration throughput	Clothing	0	107	22490.23	107.00	22490.23	2	High Velocity
251	Gap Accessories Versatile demand-driven portal	Clothing	0	107	22037.80	107.00	22037.80	2	High Velocity
265	Dell Smartphones Networked user-facing model	Electronics	0	107	64812.36	107.00	64812.36	2	High Velocity
283	West Elm Garden Multi-lateral context-sensitive utilization	Home	0	107	50219.42	107.00	50219.42	2	High Velocity
312	H&M Kids Synergistic bottom-line artificial intelligence	Clothing	0	107	5472.35	107.00	5472.35	2	High Velocity
320	Zara Womens Cross-platform heuristic portal	Clothing	0	107	12269.17	107.00	12269.17	2	High Velocity
366	Samsung Smartphones Stand-alone 5thgeneration paradigm	Electronics	0	107	31302.55	107.00	31302.55	2	High Velocity
367	Penguin Educational Business-focused asynchronous artificial intelligence	Books	0	107	7270.37	107.00	7270.37	2	High Velocity
421	Nike Accessories Integrated motivating infrastructure	Clothing	0	107	12786.62	107.00	12786.62	2	High Velocity
429	McGraw Hill Non-Fiction Team-oriented discrete functionalities	Books	0	107	3884.66	107.00	3884.66	2	High Velocity
432	Adidas Winter Automated multi-tasking database	Sports	0	107	30312.37	107.00	30312.37	2	High Velocity
464	Penguin Reference Exclusive clear-thinking orchestration	Books	0	107	2915.96	107.00	2915.96	2	High Velocity
623	Random House Reference Vision-oriented exuding artificial intelligence	Books	0	107	4290.11	107.00	4290.11	3	High Velocity
711	Microsoft Laptops Persistent neutral projection	Electronics	0	107	11277.33	107.00	11277.33	3	High Velocity
717	Patagonia Outdoor Front-line optimal benchmark	Sports	0	107	6913.44	107.00	6913.44	3	High Velocity
742	Sony Gaming Digitized grid-enabled pricing structure	Electronics	0	107	65348.12	107.00	65348.12	3	High Velocity
743	Gap Shoes Profound directional website	Clothing	0	107	3450.70	107.00	3450.70	3	High Velocity
775	Random House Non-Fiction Triple-buffered fresh-thinking capacity	Books	0	107	6905.80	107.00	6905.80	3	High Velocity
818	Random House Children Cross-group didactic hardware	Books	0	107	1423.64	107.00	1423.64	3	High Velocity
830	Scholastic Reference Cross-group composite Graphical User Interface	Books	0	107	1758.87	107.00	1758.87	3	High Velocity
959	HP Gaming Right-sized intermediate info-mediaries	Electronics	0	107	21096.25	107.00	21096.25	3	High Velocity
961	Wayfair Furniture Synergistic intangible focus group	Home	0	107	10678.13	107.00	10678.13	3	High Velocity
986	Samsung Smartphones Sharable homogeneous encryption	Electronics	0	107	131514.50	107.00	131514.50	3	High Velocity
14	Zara Shoes Proactive homogeneous portal	Clothing	0	106	7711.27	106.00	7711.27	3	High Velocity
59	Zara Womens Focused composite application	Clothing	0	106	17078.85	106.00	17078.85	3	High Velocity
128	H&M Shoes Profound empowering pricing structure	Clothing	0	106	12353.09	106.00	12353.09	3	High Velocity
144	HP Laptops Ergonomic radical open system	Electronics	0	106	164165.25	106.00	164165.25	3	High Velocity
149	Nike Water Sports Multi-channeled multi-tasking capability	Sports	0	106	26308.35	106.00	26308.35	3	High Velocity
165	Dell Gaming Polarized web-enabled archive	Electronics	0	106	107340.90	106.00	107340.90	3	High Velocity
288	Penguin Reference Programmable human-resource toolset	Books	0	106	5802.14	106.00	5802.14	3	High Velocity
380	McGraw Hill Non-Fiction Synchronized hybrid core	Books	0	106	3723.88	106.00	3723.88	3	High Velocity
401	Nike Fitness Programmable well-modulated portal	Sports	0	106	18604.64	106.00	18604.64	3	High Velocity
425	REI Team Sports Managed tangible neural-net	Sports	0	106	41440.66	106.00	41440.66	3	High Velocity
433	Adidas Fitness Synchronized responsive leverage	Sports	0	106	7180.73	106.00	7180.73	3	High Velocity
435	Patagonia Team Sports Inverse leadingedge orchestration	Sports	0	106	43399.60	106.00	43399.60	3	High Velocity
454	Apple Smartphones Future-proofed uniform architecture	Electronics	0	106	165461.21	106.00	165461.21	3	High Velocity
457	Wayfair Decor Cloned system-worthy functionalities	Home	0	106	40664.51	106.00	40664.51	3	High Velocity
459	Microsoft Accessories Monitored optimizing conglomeration	Electronics	0	106	145931.90	106.00	145931.90	3	High Velocity
471	IKEA Kitchen Business-focused methodical projection	Home	0	106	11011.73	106.00	11011.73	3	High Velocity
521	Sony Gaming Cross-platform eco-centric strategy	Electronics	0	106	53283.81	106.00	53283.81	3	High Velocity
